,userId,cluster,content,dfm,fm,knn,lightgcn,mf,ngcf
73,74,"['To Die For', 'Shallow Grave', 'Cherish', 'Poolhall Junkies', 'Matador, The', 'Rum Diary, The', 'Double, The', 'Wild Tales', 'The Dressmaker', 'Out of Sight']","['Thing Called Love, The', 'Desperate Measures', 'Where the Money Is', 'Confessions of a Dangerous Mind', 'Nixon', 'SLC Punk!', 'Great Expectations', 'In Bruges', 'T2: Trainspotting', 'Klute']","['Secret in Their Eyes, The (El secreto de sus ojos)', 'Bride Wars', 'Never Let Me Go', 'Cry, the Beloved Country', 'The Night Before', 'Soloist, The', 'Survive Style 5+', 'Beautiful Thing', 'Where Eagles Dare', 'Body Heat']","['Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Cinderella Man', 'Finding Nemo', 'Princess and the Frog, The', 'Silence of the Lambs, The', 'Mississippi Burning', 'Usual Suspects, The', 'Walk the Line', 'Room with a View, A', 'Crumb']","['Thief', 'Five Easy Pieces', 'Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le)', 'Godfather: Part II, The', 'There Will Be Blood', 'Clockwork Orange, A', 'Psycho', 'Third Man, The', 'Conversation, The', 'Fargo']","['3:10 to Yuma', 'Deliver Us from Evil', 'Story of Women (Affaire de femmes, Une)', 'Marriage of Maria Braun, The (Ehe der Maria Braun, Die)', ""Child, The (L'enfant)"", 'Last Seduction, The', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Knife in the Water (Nóz w wodzie)', ""Rosemary's Baby"", 'Three Colors: Blue (Trois couleurs: Bleu)']","['There Will Be Blood', 'Godfather: Part II, The', 'Traffic', ""Once Upon a Time in the West (C'era una volta il West)"", 'Boogie Nights', 'Lives of Others, The (Das leben der Anderen)', 'In the Name of the Father', 'Producers, The', 'Fargo', 'Lost in Translation']","['Deliver Us from Evil', 'Rear Window', 'Gosford Park', 'Moulin Rouge', 'Traffic', 'Taxi Driver', 'Rebel Without a Cause', 'Fahrenheit 451', 'Europa Europa (Hitlerjunge Salomon)', 'This Is England']"
74,75,"['Maximum Ride', 'Kingsglaive: Final Fantasy XV', 'Ant-Man and the Wasp', 'Super Mario Bros.', ""Futurama: Bender's Game"", 'Stand, The', 'Aelita: The Queen of Mars (Aelita)', 'Aqua Teen Hunger Force Colon Movie Film for Theaters', 'Wizards of Waverly Place: The Movie', 'Mummy, The']","['Mad Max', 'All Dogs Christmas Carol, An', 'Jonah Hex', 'Thief of Bagdad, The', 'Cyborg', 'Hanna', 'Blindness', 'Superman III', 'Northmen - A Viking Saga', 'Parasyte: Part 1']","[""Babette's Feast (Babettes gæstebud)"", 'Rocket Singh: Salesman of the Year', 'Looking for Richard', ""My Sister's Keeper"", 'Cry, the Beloved Country', 'Soloist, The', 'Snowman, The', 'Creature Comforts', 'Jack Whitehall: At Large', 'Conjuring, The']","['Orphanage, The (Orfanato, El)', 'Batman: The Dark Knight Returns, Part 1', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Contact High', 'Arizona Dream', 'Town, The', 'Living in Oblivion', 'Crumb', ""All the President's Men"", 'Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)']","['Lord of the Rings: The Return of the King, The', 'Star Wars: Episode V - The Empire Strikes Back', 'Witness for the Prosecution', 'Unforgiven', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Seven (a.k.a. Se7en)', 'Jungle Book, The', 'Name of the Rose, The (Name der Rose, Der)', 'Brazil', 'Terminator 2: Judgment Day']","['Matrix, The', 'Star Wars: Episode IV - A New Hope', 'Shawshank Redemption, The', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Terminator 2: Judgment Day', 'Braveheart', 'Star Wars: Episode VI - Return of the Jedi', 'Star Wars: Episode V - The Empire Strikes Back', 'Godfather, The', ""Schindler's List""]","['Star Wars: Episode V - The Empire Strikes Back', 'Seven (a.k.a. Se7en)', 'Lord of the Rings: The Return of the King, The', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Jungle Book, The', 'Unforgiven', 'Incredibles, The', 'Inside Man', 'Brazil', 'Star Wars: Episode III - Revenge of the Sith']","['Terminator 2: Judgment Day', 'Shawshank Redemption, The', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Braveheart', 'Die Hard', 'Terminator, The', 'Mask, The', 'Star Wars: Episode IV - A New Hope', 'Jurassic Park', 'Platoon']"
75,76,"['Getaway, The', 'Flashback', 'The Great Train Robbery', 'Defiant Ones, The', 'Seven-Per-Cent Solution, The', 'Money Train', 'Bad Boys', 'Metro', 'Another 48 Hrs.', 'Wasabi']","['Shattered Glass', 'Hook', '12 Angry Men', 'Changeling, The', 'Doctor Strange', 'Leaves of Grass', 'Girltrash: All Night Long', 'Ace Ventura: When Nature Calls', 'Usual Suspects, The', 'Time Lapse']","['Clockwise', 'Rocket Singh: Salesman of the Year', ""Brother's Keeper"", 'Conjuring, The', 'Snowflake, the White Gorilla', 'Soloist, The', 'Bride Wars', 'Pat Garrett and Billy the Kid', ""Von Ryan's Express"", 'Savior']","['Bully', 'Blow Out', 'Batman: The Dark Knight Returns, Part 1', 'Scotland, Pa.', 'Reader, The', 'Louis C.K.: Hilarious', 'Taken 2', 'Jules and Jim (Jules et Jim)', 'Watership Down', 'Living in Oblivion']","['Pulp Fiction', 'Godfather: Part II, The', 'Fight Club', 'Inglourious Basterds', 'Alien', 'In Bruges', 'Social Network, The', 'Exit Through the Gift Shop', 'Django Unchained', 'Blues Brothers, The']","['Shawshank Redemption, The', 'Forrest Gump', 'Lord of the Rings: The Two Towers, The', 'Lord of the Rings: The Return of the King, The', 'Matrix, The', 'Dark Knight, The', 'Fight Club', 'Inception', 'Pulp Fiction', 'Star Wars: Episode IV - A New Hope']","['Truman Show, The', 'Fight Club', 'Godfather: Part II, The', 'Pulp Fiction', 'In Bruges', 'Inglourious Basterds', 'Alien', 'Minority Report', 'Blues Brothers, The', 'Social Network, The']","['Inception', 'Usual Suspects, The', 'Forrest Gump', 'Shawshank Redemption, The', 'Pulp Fiction', 'Fight Club', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'American Beauty', 'Seven (a.k.a. Se7en)', 'Fear and Loathing in Las Vegas']"
76,77,"['Maximum Ride', 'Ant-Man and the Wasp', 'Masters of the Universe', 'Krull', 'Godzilla vs. Mothra (Mosura tai Gojira)', 'The Pumaman', 'Thunderbirds', 'Trip to the Moon, A (Voyage dans la lune, Le)', 'Godzilla: Final Wars (Gojira: Fainaru uôzu)', 'Starcrash (a.k.a. Star Crash)']","['Spacehunter: Adventures in the Forbidden Zone', 'X-Men', 'Tarzan and the Lost City', 'Godzilla 2000 (Gojira ni-sen mireniamu)', 'Hangar 18', 'Man in the Iron Mask, The', 'Days of Thunder', 'Inkheart', 'Death Race', 'Oblivion']","['Creature Comforts', 'Codependent Lesbian Space Alien Seeks Same', 'Jeff Ross Roasts Criminals: Live at Brazos County Jail', 'Never Let Me Go', 'Cry, the Beloved Country', 'Too Late for Tears', 'Chinese Puzzle (Casse-tête chinois)', 'Snowman, The', 'Red Flag', 'Priceless (Hors de prix)']","['South Park: Imaginationland', 'Living in Oblivion', 'Uncommon Valor', 'Blow Out', 'Batman: The Dark Knight Returns, Part 1', 'Contact High', 'Louis C.K.: Hilarious', 'Arizona Dream', 'Sunset Blvd. (a.k.a. Sunset Boulevard)', 'Last Wedding, The (Kivenpyörittäjän kylä)']","['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Matrix, The', 'Memento', 'Kill Bill: Vol. 2', 'Incredibles, The', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Catch Me If You Can', 'Batman Begins', 'Trip to the Moon, A (Voyage dans la lune, Le)', 'Kingdom of Heaven']","['Matrix, The', 'Lord of the Rings: The Fellowship of the Ring, The', 'Lord of the Rings: The Two Towers, The', 'Lord of the Rings: The Return of the King, The', 'Shawshank Redemption, The', 'Fight Club', 'Shrek', 'Forrest Gump', 'Memento', 'Star Wars: Episode IV - A New Hope']","['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Memento', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Incredibles, The', 'Matrix, The', 'Batman Begins', 'Catch Me If You Can', 'Kill Bill: Vol. 2', ""Hitchhiker's Guide to the Galaxy, The"", 'House of Wax']","['Lord of the Rings: The Two Towers, The', 'Inception', 'Incredibles, The', 'Donnie Darko', 'Lord of the Rings: The Fellowship of the Ring, The', 'Matrix, The', 'Lord of the Rings: The Return of the King, The', 'Harry Potter and the Chamber of Secrets', 'Cast Away', 'Shawshank Redemption, The']"
77,78,"['Johnny English', 'Rookie, The', 'Masterminds', 'Accidental Spy, The (Dak miu mai shing)', 'A-Team, The', 'Collision Course', 'Gen-X Cops', 'Now You See Me 2', 'Beverly Hills Cop III', 'Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha)']","['xXx: State of the Union', 'Red Planet', 'Ace Ventura: When Nature Calls', 'Fun', 'Conquest of the Planet of the Apes', 'Lara Croft: Tomb Raider', 'Predator', 'Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2)', 'Double Trouble', 'Andrew Dice Clay: Dice Rules']","['Never Die Alone', ""Von Ryan's Express"", 'Never Let Me Go', 'King of New York', 'Day of the Jackal, The', 'The Night Before', 'Roots', 'Where Eagles Dare', 'Cry, the Beloved Country', 'Soloist, The']","['Reader, The', 'South Park: Imaginationland', 'Arizona Dream', 'Blow Out', 'Batman: The Dark Knight Returns, Part 1', 'Contact High', 'Living in Oblivion', 'Louis C.K.: Hilarious', 'Town, The', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The']","['Matrix, The', 'Toy Story', 'Iron Man', 'Naked Gun: From the Files of Police Squad!, The', 'Die Hard: With a Vengeance', 'What About Bob?', 'Terminator 3: Rise of the Machines', 'Scrooged', 'Con Air', 'Sum of All Fears, The']","['Star Wars: Episode IV - A New Hope', 'Star Wars: Episode VI - Return of the Jedi', 'Terminator 2: Judgment Day', 'Star Wars: Episode V - The Empire Strikes Back', 'Independence Day (a.k.a. ID4)', 'Die Hard', 'Rock, The', 'Toy Story', 'Shawshank Redemption, The', 'Jurassic Park']","['Matrix, The', 'Toy Story', 'Iron Man', 'Naked Gun: From the Files of Police Squad!, The', 'Die Hard: With a Vengeance', 'Scrooged', 'Terminator 3: Rise of the Machines', 'Con Air', 'Sum of All Fears, The', 'What About Bob?']","['Independence Day (a.k.a. ID4)', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Hot Shots! Part Deux', 'Dragonheart', 'Star Wars: Episode VI - Return of the Jedi', 'Star Wars: Episode IV - A New Hope', 'Twister', 'Beverly Hills Cop III', 'Rock, The', 'Naked Gun 33 1/3: The Final Insult']"
78,79,"[""'Hellboy': The Seeds of Creation"", 'From the Earth to the Moon', 'Hunting Party, The', 'City of God (Cidade de Deus)', 'Flashback', 'The Great Train Robbery', ""Charlie's Angels: Full Throttle"", 'After the Sunset', 'Diamond Arm, The (Brilliantovaya ruka)', 'Machete']","['Chinatown', 'Bully', 'Power/Rangers', 'Mad Max: Fury Road', 'Escape from the Planet of the Apes', ""No Man's Land"", 'Escape from L.A.', 'Style Wars', 'Buena Vista Social Club', 'Little Dieter Needs to Fly']","['Nobody Loves Me (Keiner liebt mich)', 'Planes', 'World of Tomorrow', 'Body Heat', '9/11', 'Where Eagles Dare', 'Wind That Shakes the Barley, The', 'Creature Comforts', 'Watching the Detectives', ""Brother's Keeper""]","['Witness for the Prosecution', 'Living in Oblivion', 'Town, The', 'Jules and Jim (Jules et Jim)', 'Crumb', 'Batman: The Dark Knight Returns, Part 1', 'Blow Out', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', ""All the President's Men"", 'Orphanage, The (Orfanato, El)']","['Glory', 'Godfather: Part II, The', 'Full Metal Jacket', 'Army of Darkness', 'Jaws', 'Evil Dead II (Dead by Dawn)', 'Rocky', 'Star Wars: Episode VI - Return of the Jedi', 'Terminator, The', 'Star Wars: Episode IV - A New Hope']","['Star Wars: Episode IV - A New Hope', 'Star Wars: Episode V - The Empire Strikes Back', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'It Came from Hollywood', 'Star Wars: Episode VI - Return of the Jedi', 'Matrix, The', 'Aliens', 'Paris Is Burning', 'Alien', 'Glory']","['Full Metal Jacket', 'Star Wars: Episode IV - A New Hope', 'Godfather: Part II, The', 'Jaws', 'Terminator, The', 'Star Wars: Episode VI - Return of the Jedi', 'Rocky', 'Glory', 'Evil Dead II (Dead by Dawn)', 'Army of Darkness']","['Silence of the Lambs, The', 'Glory', 'Platoon', 'Star Wars: Episode VI - Return of the Jedi', 'Star Wars: Episode IV - A New Hope', 'Star Wars: Episode V - The Empire Strikes Back', 'Fugitive, The', 'Terminator 2: Judgment Day', 'Jurassic Park', 'Indiana Jones and the Last Crusade']"
79,80,"['Strange Days', 'Negotiator, The', 'Cellular', 'Girl Who Played with Fire, The (Flickan som lekte med elden)', 'Double, The', 'Blackhat', 'Kite', 'Sherlock: The Abominable Bride', 'Jack Reacher: Never Go Back', 'Manhunter']","['Alpha Dog', 'Saw V', 'Reptilicus', 'Corruptor, The', 'Shaft', 'Book of Shadows: Blair Witch 2', 'Truth About Charlie, The', 'Soylent Green', 'Towering Inferno, The', 'Escape Plan']","['9/11', 'Our Lady of the Assassins (Virgen de los sicarios, La)', 'Planes', 'Dr. Jekyll and Mr. Hyde', 'Return of Martin Guerre, The (Retour de Martin Guerre, Le)', 'UnHung Hero', 'Rocker, The', 'Chinese Puzzle (Casse-tête chinois)', 'Anvil! The Story of Anvil', 'Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land)']","['Toy Story 3', 'Adaptation', 'Eastern Promises', 'Finding Nemo', 'I Am Sam', 'Louis C.K.: Hilarious', 'Room with a View, A', 'Laputa: Castle in the Sky (Tenkû no shiro Rapyuta)', 'Edge of Tomorrow', 'About Time']","['Shawshank Redemption, The', 'Godfather, The', 'Godfather: Part II, The', 'Boondock Saints, The', 'Prestige, The', 'Defiance', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Dark Knight, The', 'Inception', 'The Count of Monte Cristo']","['Kill Bill: Vol. 2', 'Departed, The', 'Inception', 'Watchmen', 'Dark Knight, The', 'Matrix, The', 'Kill Bill: Vol. 1', 'American History X', 'Fight Club', 'The Machinist']","['Shawshank Redemption, The', 'Godfather, The', 'Dark Knight, The', 'Boondock Saints, The', 'Godfather: Part II, The', 'Prestige, The', 'Kill Bill: Vol. 1', 'Inception', 'The Machinist', 'The Count of Monte Cristo']","['Inception', 'V for Vendetta', 'Girl with the Dragon Tattoo, The', 'Kill Bill: Vol. 1', 'Fight Club', 'Byzantium', 'Shining, The', 'Hot Fuzz', 'Spiral', 'Equilibrium']"
80,81,"['Cloverfield', 'Predestination', 'Self/less', 'Maze Runner: The Death Cure', 'Star Trek VI: The Undiscovered Country', 'Maze Runner, The', 'Lawnmower Man 2: Beyond Cyberspace', 'Screamers', 'Johnny Mnemonic', 'Virtuosity']","['Stepford Wives, The', 'Battlefield Earth', 'Sky Captain and the World of Tomorrow', 'Day of the Doctor, The', 'Torn Curtain', 'Mad Max: Fury Road', 'Vanishing, The', 'Victory (a.k.a. Escape to Victory)', 'Life of Pi', 'I Spy']","['History of Future Folk, The', 'Day of the Jackal, The', 'Chinese Puzzle (Casse-tête chinois)', 'Sword of Doom, The (Dai-bosatsu tôge)', 'Tears for Sale', 'A Street Cat Named Bob', 'Funny People', 'Bride Wars', 'Secret in Their Eyes, The (El secreto de sus ojos)', 'Cry, the Beloved Country']","['Batman: The Dark Knight Returns, Part 1', 'Reader, The', 'Jules and Jim (Jules et Jim)', 'Taken 2', 'Town, The', 'Blow Out', 'Contact High', 'Living in Oblivion', 'Louis C.K.: Hilarious', 'Watership Down']","['Shawshank Redemption, The', 'Braveheart', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Crimson Tide', 'Star Trek: Generations', 'Ace Ventura: Pet Detective', 'House of Wax', 'Dear Wendy', 'Common Thread, A (a.k.a. Sequins) (Brodeuses)', 'Vampire Hunter D']","['Shawshank Redemption, The', 'Forrest Gump', 'Braveheart', 'Apollo 13', 'Seven (a.k.a. Se7en)', 'Pulp Fiction', 'Terminator 2: Judgment Day', 'Silence of the Lambs, The', 'Batman', 'Jurassic Park']","['Shawshank Redemption, The', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Braveheart', 'Crimson Tide', 'Star Trek: Generations', 'Ace Ventura: Pet Detective', 'House of Wax', 'Dear Wendy', 'Common Thread, A (a.k.a. Sequins) (Brodeuses)', 'Vampire Hunter D']","['Batman', 'Terminator 2: Judgment Day', 'Braveheart', 'Stargate', 'Jurassic Park', 'Apollo 13', 'Silence of the Lambs, The', 'Mask, The', 'True Lies', 'Pulp Fiction']"
81,82,"['Hunting Party, The', 'Extreme Days', 'First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo)', 'Chill Factor', 'Who Am I? (Wo shi shei)', 'Dragonheart 2: A New Beginning', 'Crocodile Dundee II', 'Allan Quatermain and the Lost City of Gold', 'Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak)', 'Armour of God (Long xiong hu di)']","['The Great Raid', 'Wasabi', 'Tiger and the Snow, The (La tigre e la neve)', 'Wing Commander', 'The Expendables 3', 'Northmen - A Viking Saga', 'Best Men', ""Knockin' on Heaven's Door"", 'Supergirl', 'Snow White and the Huntsman']","[""Von Ryan's Express"", 'Secret in Their Eyes, The (El secreto de sus ojos)', 'Bride Wars', 'Charly', 'Cry, the Beloved Country', 'Survive Style 5+', 'Where Eagles Dare', 'The Night Before', 'Soloist, The', ""Brother's Keeper""]","['Last Wedding, The (Kivenpyörittäjän kylä)', 'Arizona Dream', 'South Park: Imaginationland', 'Thor: Ragnarok', 'Contact High', ""All the President's Men"", 'Batman: The Dark Knight Returns, Part 1', 'Philadelphia Story, The', 'Louis C.K.: Hilarious', 'Living in Oblivion']","['Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)', 'Braveheart', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Gladiator', 'Lord of the Rings: The Return of the King, The', 'Heat', 'Lion King, The', 'Star Wars: Episode IV - A New Hope', 'Indiana Jones and the Last Crusade', 'Bowling for Columbine']","['Star Wars: Episode VI - Return of the Jedi', 'Terminator 2: Judgment Day', 'Jurassic Park', 'Armageddon', 'Ace Ventura: Pet Detective', 'Mission: Impossible II', 'Truman Show, The', 'X-Men', 'Aladdin', 'Dragonheart']","['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Dark City', 'Lord of the Rings: The Return of the King, The', 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)', 'Lion King, The', 'Braveheart', 'X-Men', 'Dogma', 'Star Wars: Episode IV - A New Hope', 'Bowling for Columbine']","['Bruce Almighty', 'Patriot, The', 'Miss Congeniality', 'Mission: Impossible II', 'Beverly Hills Cop', 'Fighting Temptations, The', ""Charlie's Angels"", 'Mask, The', 'Sweetest Thing, The', 'Mexican, The']"
82,83,"['Stunt Man, The', 'Cowboy Way, The', 'Palookaville', 'Last Dragon, The', 'Pink Cadillac', 'Nicotina', 'Lords of Dogtown', 'Men Who Stare at Goats, The', 'Robin-B-Hood (Bo bui gai wak)', 'Kill! (Kiru)']","['Reckoning, The', 'My Wife is an Actress (Ma Femme est une Actrice)', 'Until the End of the World (Bis ans Ende der Welt)', 'Killing Fields, The', 'Nixon', 'Get on the Bus', 'Frankenstein Meets the Wolf Man', 'Heart of a Dog (Sobachye serdtse)', 'Behind Enemy Lines', 'Tangled']","['Storks', 'Creature Comforts', 'Watching the Detectives', ""While We're Young"", 'Planes', 'All Yours', 'Conjuring, The', 'Soloist, The', 'The Editor', 'Snowman, The']","['Contact High', 'Mississippi Burning', 'Crumb', 'Louis C.K.: Hilarious', 'Living in Oblivion', 'Arizona Dream', ""All the President's Men"", 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Room with a View, A', 'Philadelphia Story, The']","['Grand Day Out with Wallace and Gromit, A', 'Citizen Kane', 'Green Mile, The', 'Forrest Gump', 'Cinema Paradiso (Nuovo cinema Paradiso)', 'V for Vendetta', 'Children of Men', 'Zombieland', 'Die Hard', 'Lion King, The']","['Forrest Gump', 'Shawshank Redemption, The', 'Matrix, The', 'Lord of the Rings: The Fellowship of the Ring, The', 'Fight Club', 'Silence of the Lambs, The', 'Memento', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Lord of the Rings: The Return of the King, The', 'Lord of the Rings: The Two Towers, The']","['Green Mile, The', 'Grand Day Out with Wallace and Gromit, A', 'Forrest Gump', 'Lion King, The', 'Cinema Paradiso (Nuovo cinema Paradiso)', 'Juno', 'V for Vendetta', 'Citizen Kane', 'Indiana Jones and the Temple of Doom', 'Children of Men']","['Pulp Fiction', 'Fight Club', 'Braveheart', 'Donnie Darko', ""Ocean's Eleven"", 'Forrest Gump', 'Shawshank Redemption, The', 'Seven (a.k.a. Se7en)', 'Lord of the Rings: The Two Towers, The', 'Inception']"
